"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"2880","Dihybocercus","Dihybocercus","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Dihybocercus",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2881","Dinembia","Dinembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Dinembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2882","Donaconethis","Donaconethis","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Donaconethis",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2883","Enveja","Enveja","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Enveja",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2884","Leptembia","Leptembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Leptembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2885","Machadoembia","Machadoembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Machadoembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2886","Macrembia","Macrembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Macrembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2887","Metembia","Metembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Metembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2888","Parachirembia","Parachirembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Parachirembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2889","Parembia","Parembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Parembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2890","Parthenembia","Parthenembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Parthenembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2891","Pseudembia","Pseudembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Pseudembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2892","Rhagadochir","Rhagadochir","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Rhagadochir",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2893","Pachylembia","Pachylembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Pachylembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2894","Biguembia","Biguembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Biguembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2895","Pararhagadochir","Pararhagadochir","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Pararhagadochir",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2896","Conicercembia","Conicercembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Conicercembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2897","Ambonembia","Ambonembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Ambonembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2898","Dolonembia","Dolonembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Dolonembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2899","Ecuadembia","Ecuadembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Ecuadembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2900","Embolyntha","Embolyntha","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Embolyntha",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2901","Gibocercus","Gibocercus","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Gibocercus",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2902","Litosembia","Litosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Litosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2903","Malacosembia","Malacosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Malacosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2904","Neorhagadochir","Neorhagadochir","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Neorhagadochir",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2905","Ochrembia","Ochrembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Ochrembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2906","Xiphosembia","Xiphosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Xiphosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2907","Teratembia","Teratembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Teratembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2908","Diradius","Diradius","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Diradius",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2909","Oligembia","Oligembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Oligembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2910","Paroligembia","Paroligembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Paroligembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2911","Oligotoma","Oligotoma","genus","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Oligotoma",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2912","Aposthonia","Aposthonia","genus","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Aposthonia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2913","Haploembia","Haploembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Haploembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2914","Embonycha","Embonycha","genus","Animalia","Arthropoda","Insecta","Embioptera","Embonychidae","Embonycha",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2915","Embonycha interrupta Navás, 1917","Embonycha interrupta","species","Animalia","Arthropoda","Insecta","Embioptera","Embonychidae","Embonycha","Embonycha interrupta",NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2916","Paedembia","Paedembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Paedembiidae","Paedembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2917","Telles","Telles","genus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Telles",NA,"Hesperioidea","The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2918","Davila","Davila","genus","Animalia","Mollusca","Bivalvia","Not assigned","Mesodesmatidae","Davila",NA,"Mactroidea","The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2919","Neuroptera","Neuroptera","order","Animalia","Arthropoda","Insecta","Neuroptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2920","Timema monikensis Vickery & Sandoval, 1998","Timema monikensis","species","Animalia","Arthropoda","Insecta","Phasmida","Timematidae","Timema","Timema monikensis",NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2921","Timematidae","Timematidae","family","Animalia","Arthropoda","Insecta","Phasmida","Timematidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2922","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2923","Pterygota","Pterygota","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Pterygota",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2924","Haploembia palaui Stefani, 1955","Haploembia palaui","species","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Haploembia","Haploembia palaui",NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2925","Mecoptera","Mecoptera","order","Animalia","Arthropoda","Insecta","Mecoptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2926","Siphonaptera","Siphonaptera","order","Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2927","Coleoptera","Coleoptera","order","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2928","Byrrhoidea","Byrrhoidea","superfamily","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2929","Dascillidae","Dascillidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Dascillidae",NA,NA,"Dascilloidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2930","Byrrhidae","Byrrhidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Byrrhidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2931","Limnichidae","Limnichidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Limnichidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2932","Hymenoptera","Hymenoptera","order","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2933","Curculionidae","Curculionidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA,"Curculionoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2934","Mordellidae","Mordellidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae",NA,NA,"Tenebrionoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2935","Polyphaga","Polyphaga","genus","Animalia","Arthropoda","Insecta","Blattodea","Corydiidae","Polyphaga",NA,"Corydioidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2936","Elateridae","Elateridae","family","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2937","Cantharidae","Cantharidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2938","Buprestidae","Buprestidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae",NA,NA,"Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2939","Rhagophthalmidae","Rhagophthalmidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Rhagophthalmidae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2940","Lampyridae","Lampyridae","family","Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2941","Elateroidea","Elateroidea","superfamily","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2942","Buprestoidea","Buprestoidea","superfamily","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2943","Byrrhoidea","Byrrhoidea sensu","superfamily","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2944","Byrrhus","Byrrhus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Byrrhidae","Byrrhus",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2945","Dascillus","Dascillus cervinus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Dascillidae","Dascillus",NA,"Dascilloidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2946","Cytisus sericeus Willd.","Cytilus sericeus","species","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mundulea","Mundulea sericea",NA,"Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2947","Limnius","Limnius volkmari","genus","Animalia","Arthropoda","Insecta","Coleoptera","Elmidae","Limnius",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2948","Elmidae","Elmidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2949","Oulimnius","Oulimnius rivularis","genus","Animalia","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2950","Chelonarium","Chelonarium","genus","Animalia","Arthropoda","Insecta","Coleoptera","Chelonariidae","Chelonarium",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2951","Chelonariidae","Chelonariidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Chelonariidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2952","Callirhipidae","Callirhipidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Callirhipidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2953","Ptilodactyla serricollis (Say, 1823)","Ptilodactyla serricornis","species","Animalia","Arthropoda","Insecta","Coleoptera","Ptilodactylidae","Ptilodactyla","Ptilodactyla serricollis","Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2954","Ptilodactylidae","Ptilodactylidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Ptilodactylidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2955","Trachys minutus (Linnaeus, 1758)","Trachys minuta","species","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys minutus","Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2956","Chrysomelidae","Chrysomelidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae",NA,NA,"Chrysomeloidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2957","Eulichadidae","Eulichadidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Eulichadidae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2958","Heteroceridae","Heteroceridae","family","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae",NA,NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2959","Eucnemidae","Eucnemidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Eucnemidae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2960","Lycidae","Lycidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Lycidae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2961","Phengodidae","Phengodidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Phengodidae",NA,NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2962","Acmaeodera","Acmaeodera","genus","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Acmaeodera",NA,"Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2963","Chrysochroa fulgidissima (Schönherr, 1817)","Chrysochroa fulgisissima","species","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Chrysochroa","Chrysochroa fulgidissima","Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2964","Trachys minutus (Linnaeus, 1758)","Trachus minuta","species","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys minutus","Buprestoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2965","Limnius","Limnius volmari","genus","Animalia","Arthropoda","Insecta","Coleoptera","Elmidae","Limnius",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2966","Heterocerus","Heterocerus fenestratus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Heterocerus",NA,"Byrrhoidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2967","Cantharis","Cantharis pellucida","genus","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","Cantharis",NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2968","Chauliognathus","Chauliognathus opacus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","Chauliognathus",NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2969","Pyrophorus","Pyrophorus divergens","genus","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Pyrophorus",NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2970","Drilaster","Drilaster","genus","Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae","Drilaster",NA,"Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2971","Pyrocoelia rufa E. Olivier, 1886","Pyrocoelia rufa","species","Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae","Pyrocoelia","Pyrocoelia rufa","Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
"2972","Rhagophthalmus lufengensis Li and Liang in Li, Ohba and Liang, 2008","Rhagophthalmus lufengensis","species","Animalia","Arthropoda","Insecta","Coleoptera","Rhagophthalmidae","Rhagophthalmus","Rhagophthalmus lufengensis","Elateroidea","Vogler 2012 - dryopoidea mitogenome - Crystal maier.pdf",NA,NA
